item_id,translator,seg_id,src_en,hyp_bn,seg_mismatch,cometkiwi,metricx,labse,metricx_err
US-00003,gpt-oss:120b,6,Intestinal fistula,আন্ত্রিক ফিস্টুলা,0,0.7778664231300354,-0.6834684610366821,0.607414960861206,0.6834684610366821
US-00003,gpt-oss:120b,7,Arthritis,আর্থ্রাইটিস,0,0.8754759430885315,-0.28045299649238586,0.8008949756622314,0.28045299649238586
US-00004,gpt-oss:120b,0,A 4-year-old boy is brought to the emergency department because of severe abdominal pain and bilious vomiting for 6 hours. He has not had bowel movements in the past 24 hours. He appears ill. His temperature is 37.8°C (100°F) and pulse is 122/min. Examination shows a distended abdomen. There is tenderness to palpation in the lower abdomen; guarding and rebound tenderness are present. Bowel sounds are decreased. An x-ray of the abdomen shows dilated loops of bowel. He has been accompanied by his 14-year-old brother. The surgeon recommends an emergency laparotomy. The parents are away visiting friends and cannot be reached. Which of the following is the most appropriate next best step in management?,৪ বছর বয়সী একটি ছেলে জরুরি বিভাগে আনা হয়েছে কারণ তীব্র পেটের ব্যথা এবং বিলিয়াস বমি ৬ ঘণ্টা ধরে হচ্ছে। তিনি গত ২৪ ঘণ্টায় কোনো অন্ত্রের গতি করেননি। তিনি অসুস্থ দেখাচ্ছেন। তার তাপমাত্রা ৩৭.৮ ডিগ্রি সেলসিয়া (১০০ ডিগ্রি ফারেনহাইট) এবং পাল্স ১২২ প্রতি মিনিট। পরীক্ষায় ফুলে ওঠা পেট দেখা যায়। নিম্ন পেটে স্পর্শে সংবেদনশীলতা রয়েছে; রক্ষামূলক সংকোচন এবং পুনঃপ্রতিফল সংবেদনশীলতা উপস্থিত আছে। অন্ত্রের শব্দ কমে গেছে। পেটের এক্স-রে দেখায় আন্ত্রের ফাঁকফাঁকি প্রসারিত হয়েছে। তার সঙ্গে তার ১৪ বছর বয়সী ভাই রয়েছে। শল্যচিকিৎসক জরুরি ল্যাপারোটমি করার পরামর্শ দেন। অভিভাবকরা বন্ধুর বাড়িতে গিয়ে আছেন এবং তাদের সঙ্গে যোগাযোগ করা যাচ্ছে না। নিম্নলিখিতগুলির মধ্যে কোনটি ব্যবস্থাপনার সর্বোত্তম পরবর্তী পদক্ষেপ হবে?,0,0.8096903562545776,-5.421848297119141,0.8628091812133789,5.421848297119141
US-00004,gpt-oss:120b,1,Get consent from the patient's brother,রোগীর ভাই থেকে সম্মতি নিন,0,0.8989790081977844,-0.4382644295692444,0.9211817979812622,0.4382644295692444
US-00004,gpt-oss:120b,2,Get consent from the patient,রোগী থেকে সম্মতি নিন,0,0.9050285816192627,-0.40992483496665955,0.9183615446090698,0.40992483496665955
US-00004,gpt-oss:120b,3,Obtain a court order for surgery,শল্যচিকিৎসার জন্য আদালতের আদেশ নিন,0,0.8393163681030273,-0.6645069718360901,0.8706437349319458,0.6645069718360901
US-00004,gpt-oss:120b,4,Schedule hospital ethics consult,হাসপাতালের নৈতিক পরামর্শ নির্ধারণ করুন,0,0.796140193939209,-4.764987945556641,0.7534995079040527,4.764987945556641
US-00004,gpt-oss:120b,5,Perform emergency laparotomy,জরুরি ল্যাপারোটমি সম্পন্ন করুন,0,0.8423200845718384,-0.49685975909233093,0.754577100276947,0.49685975909233093
US-00004,gpt-oss:120b,6,Delay surgery until parental consent,পিতামাতার সম্মতি না পাওয়া পর্যন্ত শল্যচিকিৎসা বিলম্ব করুন,0,0.8668736815452576,-0.14924615621566772,0.8889364004135132,0.14924615621566772
US-00005,gpt-oss:120b,0,"A 9-year-old girl is brought to the emergency department with a headache and double vision 1 hour after being hit on the head while playing with a friend. Her friend's elbow struck her head, just above her left ear. She did not lose consciousness, but her mother reports that she was confused for 20 minutes after the incident and did not recall being hit. She appears healthy. She is alert and oriented to person, place, and time. Her temperature is 37.2°C (99°F), pulse is 86/min, respirations are 15/min, and blood pressure is 118/78 mmHg. Examination shows the head tilted toward the right shoulder. A photograph of the eyes at primary gaze is shown. There is mild tenderness to palpation over the left temporal bone. Visual acuity is 20/20 in both eyes when tested independently. The patient's left eye hypertropia worsens with right gaze and when the patient tilts her head toward her left shoulder. The pupils are equal and reactive to light. Muscle strength and sensation are intact bilaterally. Deep tendon reflexes are 2+ bilaterally. Plantar reflex shows a flexor response. Which of the following is the most likely cause of this patient's ocular symptoms?","একজন ৯ বছর বয়সী মেয়ে জরুরি বিভাগে আনা হয় মাথাব্যথা এবং ডবল দৃষ্টিসহ, মাথায় আঘাতের এক ঘণ্টা পরে যখন সে একটি বন্ধুর সঙ্গে খেলছিল। তার বন্ধুর কনুই তার মাথায় আঘাত করে, বাম কানটির ঠিক উপরে। সে অচেতন হয়নি, তবে তার মা জানান যে ঘটনাটির পরে সে ২০ মিনিটের জন্য বিভ্রান্ত ছিল এবং আঘাতটি স্মরণ করতে পারে না। সে সুস্বাস্থ্যপূর্ণ দেখাচ্ছে। সে সতর্ক এবং ব্যক্তি, স্থান ও সময় সম্পর্কে সচেতন। তার তাপমাত্রা ৩৭.২ ডিগ্রি সেলসিয়াস (৯৯ ডিগ্রি ফারেনহাইট), পালস হল ৮৬/মিনিট, শ্বাসপ্রশ্বাস হল ১৫/মিনিট, এবং রক্তচাপ হল ১১৮/৭৮ মিমি পারদ। পরীক্ষায় দেখা যায় মাথা ডান কাঁধের দিকে ঝুঁকে আছে। প্রাথমিক দৃষ্টিতে চোখের একটি ফটো দেখানো হয়েছে। বাম টেম্পোরাল হাড়ে স্পর্শ করলে সামান্য সংবেদনশীলতা রয়েছে। স্বতন্ত্রভাবে পরীক্ষা করার সময় উভয় চোখের দৃষ্টিস্পষ্টতা ২০/২০। রোগীর বাম চোখের হাইপারট্রোপিয়া ডান দিকে তাকালে এবং যখন রোগী তার মাথা বাম কাঁধের দিকে ঝুঁকে রাখে তখন বাড়ে। পিউপিল সমান এবং আলোতে প্রতিক্রিয়াশীল। পেশীর শক্তি ও সংবেদন উভয় পাশে অক্ষত। ডিপ টেন্ডন রিফ্লেক্স ২+ উভয় পাশে। প্ল্যান্টার রিফ্লেক্স ফ্লেক্সর প্রতিক্রিয়া দেখায়। নিম্নলিখিতগুলির মধ্যে কোনটি এই রোগীর চোখের উপসর্গের সবচেয়ে সম্ভাব্য কারণ?",0,0.7101122140884399,-5.30864143371582,0.8762562870979309,5.30864143371582
US-00005,gpt-oss:120b,1,Oculomotor nerve damage,অকুলোমোটর নার্ভ ক্ষতি,0,0.8047109246253967,-0.8784329891204834,0.7537258267402649,0.8784329891204834
US-00005,gpt-oss:120b,2,Retrobulbar hemorrhage,রেট্রোবালবার হেমোরেজ,0,0.8092721104621887,-1.0943844318389893,0.6177076101303101,1.0943844318389893
US-00005,gpt-oss:120b,3,Trochlear nerve damage,ট্রোক্লিয়ার নার্ভ ক্ষতি,0,0.8295732736587524,-4.348282814025879,0.8155341148376465,4.348282814025879
US-00005,gpt-oss:120b,4,Medial longitudinal fasciculus damage,মেডিয়াল লংগিটিউডিনাল ফ্যাসিকুলাস ক্ষতি,0,0.679055392742157,-1.955399751663208,0.7174283266067505,1.955399751663208
US-00005,gpt-oss:120b,5,Dorsal midbrain damage,ডোরসাল মিডব্রেন ক্ষতি,0,0.7273863554000854,-1.108889102935791,0.8254192471504211,1.108889102935791
US-00005,gpt-oss:120b,6,Abducens nerve damage,অ্যাবডুসেন্স নার্ভ ক্ষতি,0,0.6208046078681946,-2.2833662033081055,0.7160947918891907,2.2833662033081055
US-00006,gpt-oss:120b,0,"A mother brings her 3-year-old son to his pediatrician because he is having tantrums. The boy has no history of serious illness and is on track with developmental milestones. His mother recently returned to work 2 weeks ago. She explains that, since then, her son has had a tantrum roughly every other morning, usually when she is getting him dressed or dropping him off at daycare. He cries loudly for about 5 minutes, saying that he does not want to go to daycare while thrashing his arms and legs. According to the daycare staff, he is well-behaved during the day. In the evenings, he has tantrums about twice per week, typically when he is told he must finish his dinner or that it is time for bed. These tantrums have been occurring for about 6 months. The mother is concerned her son may have a behavioral disorder. Which of the following is the most likely cause of the boy's behavior?","একজন মা তার ৩ বছর বয়সী পুত্রকে শিশুরোগ বিশেষজ্ঞের কাছে নিয়ে যান কারণ সে ট্যান্ট্রাম করছে। ছেলেটির কোনো গুরুতর রোগের ইতিহাস নেই এবং বিকাশগত মাইলস্টোনে সঠিক পথে রয়েছে। তার মা সম্প্রতি ২ সপ্তাহ আগে কাজ ফিরে গেছেন। তিনি ব্যাখ্যা করেন যে, তখন থেকে, তার পুত্র প্রায় প্রতি অন্য সকালে একটি ট্যান্ট্রাম করে, সাধারণত যখন তিনি তাকে পোশাক পরাতে বা ডে-কেয়ারে নামিয়ে দেন। সে প্রায় ৫ মিনিট ধরে জোরে কাঁদে, বলে যে সে ডে-কেয়ার যেতে চায় না এবং তার হাত ও পা নাড়াচাড়া করে। ডে-কেয়ার কর্মীদের মতে, দিনভর সে ভাল আচরণ করে। সন্ধ্যায়, সে সপ্তাহে দুবার ট্যান্ট্রাম করে, সাধারণত যখন তাকে বলা হয় যে তাকে খাবার শেষ করতে হবে অথবা শোয়ার সময় হয়েছে। এই ট্যান্ট্রামগুলি প্রায় ৬ মাস ধরে ঘটছে। মা উদ্বিগ্ন যে তার পুত্রের কোনো আচরণগত ব্যাধি থাকতে পারে। নিম্নলিখিতগুলির মধ্যে কোনটি ছেলেটির আচরণের সবচেয়ে সম্ভাব্য কারণ?",0,0.8713542222976685,-2.674124240875244,0.8827972412109375,2.674124240875244
US-00006,gpt-oss:120b,1,Autism spectrum disorder,অটিজম স্পেকট্রাম ডিসঅর্ডার,0,0.8691132068634033,-0.4095615744590759,0.768242359161377,0.4095615744590759
US-00006,gpt-oss:120b,2,Conduct disorder,কন্ডাক্ট ডিসঅর্ডার,0,0.8168768882751465,-1.6289846897125244,0.6039369106292725,1.6289846897125244
US-00006,gpt-oss:120b,3,Normal development,স্বাভাবিক বিকাশ,0,0.8801765441894531,-0.20373249053955078,0.8821837902069092,0.20373249053955078
US-00006,gpt-oss:120b,4,Oppositional defiant disorder,অপোজিশনাল ডিফিয়েন্ট ডিসঅর্ডার,0,0.7881312966346741,-1.361672043800354,0.6071130037307739,1.361672043800354
US-00006,gpt-oss:120b,5,Attention deficit hyperactivity disorder,অ্যাটেনশন ডেফিসিট হাইপারএক্টিভিটি ডিসঅর্ডার,0,0.8479518890380859,-0.18033535778522491,0.7375789880752563,0.18033535778522491
US-00006,gpt-oss:120b,6,Disruptive mood dysregulation disorder,ডিসরাপটিভ মুড ডিজরেগুলেশন ডিসঅর্ডার,0,0.8341111540794373,-0.8846926689147949,0.7662920951843262,0.8846926689147949
US-00007,gpt-oss:120b,0,"A 45-year-old man comes to the physician because of severe left knee pain and swelling. He has hypercholesterolemia and hypertension. Current medications include pravastatin and captopril. He eats a low-fat diet that includes fish and leafy green vegetables. He drinks 4-6 cups of coffee daily. He has smoked one pack of cigarettes daily for 26 years and drinks 2-3 beers daily. Vital signs are within normal limits. Examination of the left knee shows swelling, warmth, and severe tenderness to palpation. Arthrocentesis is performed. Gram stain is negative. Analysis of the synovial fluid shows monosodium urate crystals. Which of the following health maintenance recommendations is most appropriate to prevent symptom recurrence?","৪৫ বছর বয়সী একজন পুরুষ রোগী গুরুতর বাম হাঁটু ব্যথা ও ফোলার জন্য ডাক্তারের কাছে আসেন। তার হাইপারকোলেস্টেরলেমিয়া এবং উচ্চ রক্তচাপ রয়েছে। বর্তমান ওষুধে প্রাভাস্টাটিন এবং ক্যাপটোপ্রিল অন্তর্ভুক্ত। তিনি মাছ ও পাতা সবুজ শাকসবজি সমন্বিত কম চর্বিযুক্ত ডায়েট গ্রহণ করেন। তিনি প্রতিদিন ৪-৬ কাপ কফি পান করেন। তিনি ২৬ বছর ধরে দৈনিক এক প্যাক সিগারেট ধূমপান করেছেন এবং দিনে ২-৩ বিয়ার পান করেন। জীবনচিহ্ন স্বাভাবিক সীমার মধ্যে রয়েছে। বাম হাঁটুর পরীক্ষা ফোলা, উষ্ণতা এবং স্পর্শে গুরুতর সংবেদনশীলতা দেখায়। আরথ্রোসেন্টেসিস করা হয়। গ্রাম স্টেইন নেগেটিভ। সিনোভিয়াল তরলে বিশ্লেষণে মোনোসোডিয়াম ইউরেট স্ফটিক দেখা যায়। নিম্নলিখিত স্বাস্থ্য রক্ষণাবেক্ষণ সুপারিশগুলির মধ্যে কোনটি উপসর্গের পুনরাবৃত্তি প্রতিরোধে সবচেয়ে উপযুক্ত?",0,0.8746991157531738,-2.3467941284179688,0.8544836640357971,2.3467941284179688
US-00007,gpt-oss:120b,1,Discontinue captopril,ক্যাপটোপ্রিল বন্ধ করুন,0,0.8694766759872437,-0.3837430477142334,0.815824031829834,0.3837430477142334
US-00007,gpt-oss:120b,2,Start aspirin,অ্যাসপিরিন শুরু করুন,0,0.8472021222114563,-0.3518228530883789,0.9033955931663513,0.3518228530883789
US-00007,gpt-oss:120b,3,Replace beer with red wine,বিয়ারকে লাল ওয়াইনের সঙ্গে বদলান,0,0.8766584396362305,-3.244865894317627,0.8380169868469238,3.244865894317627
US-00007,gpt-oss:120b,4,Stop smoking,ধূমপান বন্ধ করুন,0,0.8939999341964722,-0.0,0.9321622848510742,0.0
US-00007,gpt-oss:120b,5,Reduce coffee intake,কফি গ্রহণ কমিয়ে দিন,0,0.8909604549407959,-0.22882169485092163,0.9123396873474121,0.22882169485092163
US-00007,gpt-oss:120b,6,Reduce fish intake,মাছের গ্রহণ কমিয়ে দিন,0,0.8869571685791016,-0.7396199703216553,0.9175364971160889,0.7396199703216553
US-00007,gpt-oss:120b,7,Discontinue pravastatin,প্রাভাস্টাটিন বন্ধ করুন,0,0.8717935085296631,-0.7831081748008728,0.6238080263137817,0.7831081748008728
US-00007,gpt-oss:120b,8,"Start colchicine
""",কলচিসিন শুরু করুন,0,0.8293216228485107,-0.23110531270503998,0.7038401365280151,0.23110531270503998
US-00008,gpt-oss:120b,0,"A previously healthy 32-year-old man is brought to the emergency department by his girlfriend after having a seizure. Earlier that day, he also experienced a nosebleed that took 30 minutes to stop when applying pressure. He has had no sick contacts or history of epilepsy or other seizure disorder. He does not take any medications. His temperature is 39.1 °C (102.4 °F), pulse is 106/min, respirations are 26/min, and blood pressure is 128/70 mm Hg. He is confused and disoriented. Examination shows pallor and scattered petechiae over the trunk and arms. The neck is supple, and neurological examination is otherwise within normal limits. Laboratory studies show:
Hemoglobin 9 g/dL
Leukocyte count 8,200/mm3
Platelet count 34,000/mm3
Prothrombin time 13 seconds
Partial thromboplastin time 30 seconds
Fibrin split products negative
Serum
Creatinine 2.9 mg/dL
Bilirubin
Total 3.2 mg/dL
Direct 0.4 mg/dL
Lactate dehydrogenase 559 U/L
A peripheral blood smear shows numerous schistocytes. Which of the following is the most appropriate next step in management?""","একজন পূর্বে সুস্থ ৩২ বছর বয়সী পুরুষকে তার বান্ধবীর মাধ্যমে জরুরি বিভাগে নিয়ে আসা হয়েছে একটি সিজার ঘটনার পরে। সেই দিনের আগে, তিনি একটি নাক থেকে রক্তপাতের অভিজ্ঞতা লাভ করেন যা চাপে চাপ দিয়ে থামাতে ৩০ মিনিট সময় নিয়েছিল। তার কোনো রোগী সংস্পর্শ বা মৃগী অথবা অন্য কোনও সিজার ব্যাধির ইতিহাস নেই। তিনি কোন ওষুধ গ্রহণ করেন না। তার তাপমাত্রা ৩৯.১ ডিগ্রি সেলসিয়া (১০২.৪ ডিগ্রি ফারেনহাইট), পাল্স ১০৬ প্রতি মিনিটে, শ্বাসপ্রশ্বাসের হার ২৬ প্রতি মিনিটে, এবং রক্তচাপ ১২৮/৭০ মিমি পারদ। তিনি বিভ্রান্ত ও দিশাহীন অবস্থায় আছেন। পরীক্ষায় ফ্যাকাশে রঙ এবং ট্রাঙ্ক ও বাহুতে ছড়িয়ে থাকা পেটেকিয়া দেখা যায়। গলা নরম, এবং স্নায়বিক পরীক্ষা অন্যথায় স্বাভাবিক সীমার মধ্যে রয়েছে। ল্যাবরেটরি পরীক্ষায় দেখা যায়:
হিমোগ্লোবিন ৯ গ্রাম প্রতি ডেসিলিটার
লিউকোসাইট গণনা ৮,২০০ প্রতি ঘন মিমি
প্লেটলেট গণনা ৩৪,০০০ প্রতি ঘন মিমি
প্রোথ্রম্বিন সময় ১৩ সেকেন্ড
পার্শিয়াল থ্রোম্বোপ্লাস্টিন সময় ৩০ সেকেন্ড
ফাইব্রিন স্প্লিট প্রোডাক্ট নেগেটিভ
সিরাম:
ক্রিয়াটিনিন ২.৯ মিলিগ্রাম প্রতি ডেসিলিটার
বিলিরুবিন মোট ৩.২ মিলিগ্রাম প্রতি ডেসিলিটার
বিলিরুবিন সরাসরি ০.৪ মিলিগ্রাম প্রতি ডেসিলিটার
ল্যাক্টেট ডিহাইড্রোজেনেজ ৫৫৯ ইউনিট প্রতি লিটার
একটি পার্শ্বিক রক্তের স্মিয়ারে বহু সংখ্যক শিস্টোসাইট দেখা যায়। নিম্নলিখিতগুলির মধ্যে কোনটি ব্যবস্থাপনায় সর্বাধিক উপযুক্ত পরবর্তী পদক্ষেপ হবে?",0,0.6268084049224854,-5.84133243560791,0.8223239779472351,5.84133243560791
US-00008,gpt-oss:120b,1,Electroencephalography,ইলেক্ট্রোএনসেফালোগ্রাফি,0,0.8794130682945251,-0.08947893977165222,0.9045369625091553,0.08947893977165222
US-00008,gpt-oss:120b,2,Transfusion of packed red blood cells,প্যাকড লাল রক্তকণিকা ট্রান্সফিউশন,0,0.6840722560882568,-2.014651298522949,0.8546550869941711,2.014651298522949
US-00008,gpt-oss:120b,3,CT scan of the head,মাথার সিটি স্ক্যান,0,0.8645235300064087,-0.7766226530075073,0.7570444345474243,0.7766226530075073
US-00008,gpt-oss:120b,4,Plasma exchange therapy,প্লাজমা এক্সচেঞ্জ থেরাপি,0,0.8597061038017273,-0.061639100313186646,0.8099050521850586,0.061639100313186646
