row_id,src_en,hyp_bn,tier,fluency,acceptable,tags,note
R0043,"A 32-year-old woman comes to the emergency department for a 2-week history of right upper quadrant abdominal pain. She has also been feeling tired and nauseous for the past 5 weeks. She has a history of depression and suicidal ideation. She is a social worker for an international charity foundation. She used intravenous illicit drugs in the past but quit 4 months ago. Her only medication is sertraline. Her temperature is 37.8°C (100.0°F), pulse is 100/min, and blood pressure is 128/76 mm Hg. She is alert and oriented. Scleral icterus is present. Abdominal examination shows tenderness to palpation in the right upper quadrant. The liver edge is palpated 3 cm below the right costal margin. There is no rebound tenderness or guarding. The abdomen is non-distended and the fluid wave test is negative. She is able to extend her arms with wrists in full extension and hold them steady without flapping. Laboratory studies show:
Hemoglobin 13.8 g/dL
Leukocytes 13,700/mm3
Platelets 165,000/mm3
Prothrombin time 14 seconds
Partial thromboplastin time 35 seconds
Serum:
Total bilirubin 4.8 mg/dL
Direct bilirubin 1.3 mg/dL
Aspartate aminotransferase 1852 U/L
Alanine aminotransferase 2497 U/L
Urea nitrogen 21 mg/dL
Creatinine 1.2 mg/dL
Hepatitis A IgM antibody Negative
Hepatitis B surface antigen Negative
Hepatitis B surface antibody Negative
Hepatitis B core IgM antibody Positive
Hepatitis C antibody Positive
Hepatitis C RNA Negative
Urine beta-hCG Negative
Which of the following is the most appropriate next step in management?""
A. Pegylated interferon-alpha
B. Supportive therapy
C. Tenofovir
D. Emergency liver transplantation
E. Ribavirin and interferon
F. Sofosbuvir and velpatasvir
G. Vaccination against Hepatitis B","একজন ৩২ বছর বয়সী নারী জরুরি বিভাগে দুই সপ্তাহের ডান উপরের কোয়ার্টার পেটের ব্যথা নিয়ে আসেন। তিনি গত পাঁচ সপ্তাহ ধরে ক্লান্তি ও বমিভাব অনুভব করছেন। তার বিষণ্নতা এবং আত্মহত্যার চিন্তার ইতিহাস আছে। তিনি একটি আন্তর্জাতিক দাতব্য সংস্থায় সামাজিক কর্মী হিসেবে কাজ করেন। অতীতে তিনি শিরা প্রবেশযোগ্য অবৈধ ড্রাগ ব্যবহার করতেন কিন্তু চার মাস আগে তা বন্ধ করেছেন। তার একমাত্র ওষুধ হল সেরট্রালিন। তার তাপমাত্রা ৩৭.৮°C (১০০°F), পালস ১০০/মিনিট, রক্তচাপ ১২৮/৭৬ mm Hg। তিনি সতর্ক এবং দিকনির্দেশে সচেতন। স্ক্লেরাল ইক্টেরাস দেখা যায়। পেট পরীক্ষা দেখায় ডান উপরের কোয়ার্টারে স্পর্শে সংবেদনশীলতা। লিভার এজ ডান কস্টাল মার্জিন থেকে ৩ সেমি নিচে স্পর্শযোগ্য। রিবাউন্ড টেন্ডারনেস বা গার্ডিং নেই। পেট ফোলা নয় এবং তরল তরঙ্গ পরীক্ষা নেগেটিভ। তিনি তার হাতকে পূর্ণ বর্ধিত অবস্থায় কব্জি দিয়ে প্রসারিত করে স্থির রাখতে পারেন, কোনো ফ্ল্যাপিং ছাড়া। ল্যাবরেটরি ফলাফল: হিমোগ্লোবিন ১৩.৮ g/dL; লিউকোসাইট ১৩,৭০০/mm3; প্লেটলেট ১৬৫,০০০/mm3; প্রোথ্রম্বিন সময় ১৪ সেকেন্ড; পার্শিয়াল থ্রোমবোপ্লাস্টিন সময় ৩৫ সেকেন্ড; সিরাম মোট বিলিরুবিন ৪.৮ mg/dL; ডাইরেক্ট বিলিরুবিন ১.৩ mg/dL; অ্যাসপারটেট অ্যামিনো ট্রান্সফেরেজ ১৮৫২ U/L; আলানাইন অ্যামিনো ট্রান্সফেরেজ ২৪৯৭ U/L; ইউরিয়া নাইট্রোজেন ২১ mg/dL; ক্রিয়াটিনিন ১.২ mg/dL; হেপাটাইটিস A IgM অ্যান্টিবডি নেগেটিভ; হেপাটাইটিস B সারফেস অ্যান্টিজেন নেগেটিভ; হেপাটাইটিস B সারফেস অ্যান্টিবডি নেগেটিভ; হেপাটাইটিস B কোর IgM অ্যান্টিবডি পজিটিভ; হেপাটাইটিস C অ্যান্টিবডি পজিটিভ; হেপাটাইটিস C RNA নেগেটিভ; ইউরিন বিটা-hCG নেগেটিভ। নিম্নলিখিতগুলির মধ্যে কোনটি ব্যবস্থাপনার সর্বোত্তম পরবর্তী ধাপ?
A. পেগিলেটেড ইন্টারফেরন-আলফা
B. সহায়ক থেরাপি
C. টেনোফোভির
D. জরুরি লিভার প্রতিস্থাপন
E. রিবাভিরিন এবং ইন্টারফেরন
F. সোফোসবিউভির এবং ভেলপাটাসভির
G. হেপাটাইটিস বি টিকাদান",,,,,
R0044,"A 40-year-old man comes to the physician because of a 5-kg (11-lb) weight loss over the past month and easy bruising. He has not changed his diet significantly. He also noticed that his arms now bruise more easily. He appears pale. His pulse is 70/min, his blood pressure is 125/75 mm Hg, and his temperature is 38°C (100.4°F). Examination shows a palm-sized hematoma on his right arm. His spleen is palpable 5 cm below the costal margin. His liver is enlarged. Laboratory results show:
Leukocytes 10,500/mm3
Hemoglobin 10.2 g/dL
Platelets 52,000/mm3
Fibrinogen 110 mg/dL (Reference: 150-400 mg/dL)
Cytogenetic analysis shows leukocytes with a reciprocal translocation of chromosomes 15 and 17. Which of the following is the most appropriate treatment for this patient at this time?""
A. Rituximab
B. Cyclophosphamide
C. All-trans retinoic acid
D. Platelet transfusion
E. Cryoprecipitate transfusion
F. Imatinib","৪০ বছর বয়সী একজন পুরুষ রোগীর ওজন গত মাসে ৫ কেজি (১১ পাউন্ড) কমেছে এবং সহজে রক্তক্ষরণ হচ্ছে বলে ডাক্তারের কাছে আসেন। তার খাবারে কোনো উল্লেখযোগ্য পরিবর্তন হয়নি। তিনি লক্ষ্য করেছেন যে এখন তার বাহুতে আরও সহজে দাগ পড়ছে। তিনি শ্বেতবর্ণ দেখাচ্ছেন। তার পালস ৭০/মিনিট, রক্তচাপ ১২৫/৭৫ mm Hg এবং তাপমাত্রা ৩৮°C (১০০.৪°F)। পরীক্ষা করে দেখা যায় ডান বাহুতে একটি তালুর আকারের হেমাটোমা রয়েছে। পাঁজরের প্রান্ত থেকে ৫ সেমি নিচে তার প্লীহা স্পর্শযোগ্য। লিভার বড় হয়েছে। পরীক্ষার ফলাফল:
লিউকোসাইট ১০,৫০০/mm3
হিমোগ্লোবিন ১০.২ g/dL
প্লেটলেট ৫২,০০০/mm3
ফাইব্রিনোজেন ১১০ mg/dL (রেফারেন্স: ১৫০-৪০০ mg/dL)
সাইটোজেনেটিক বিশ্লেষণে দেখা গেছে ক্রোমোসোম ১৫ এবং ১৭ এর পারস্পরিক ট্রান্সলোকেশন। এই রোগীর বর্তমান অবস্থায় সবচেয়ে উপযুক্ত চিকিৎসা কী হবে?
A. রিটুক্সিম্যাব
B. সাইক্লোফসফামাইড
C. অল-ট্রান্স রেটিনয়িক অ্যাসিড
D. প্লেটলেট ট্রান্সফিউশন
E. ক্রাইওপ্রেসিপিটেট ট্রান্সফিউশন
F. ইমাটিনিব",,,,,
R0045,"A 70-year-old man comes to the emergency room for worsening leg pain and a rash consistent with wet gangrene. He has no history of skin infections but has type 2 diabetes mellitus and has smoked 2 packs of cigarettes daily for 20 years. Three days after admission, he becomes increasingly hypoxic and tachypneic. He is emergently intubated and ventilatory support is initiated. He is 180 cm (5 ft 11 in) tall and weighs 90 kg (198 lb); BMI is 27.8 kg/m2. His pulse is 112/min and his blood pressure is 95/60 mmHg. The ventilator is set at an FIO2 of 100%, tidal volume of 540 mL, respiratory rate of 20/min, and positive end-expiratory pressure (PEEP) of 5 cm H2O. On pulmonary examination, there are diffuse crackles. Cardiac examination shows no abnormalities. Hemoglobin is 11.5 g/dL, serum lactate is 4.0 mmol/L, and serum creatinine is 2.5 mg/dL. An arterial blood gas checked 30 minutes after intubation shows a PaCO2 of 50 mm Hg and a PaO2 of 55 mm Hg. An x-ray of the chest shows new bilateral infiltrates. Which of the following is the most appropriate next step to improve tissue oxygen delivery in this patient?
A. Inhaled nitric oxide
B. Prone positioning of patient
C. Increase the tidal volume
D. Increase the positive end-expiratory pressure
E. Transfusion of red blood cells","৭০ বছর বয়সী একজন পুরুষ জরুরি বিভাগে আসেন বাড়তে থাকা পা ব্যথা এবং ভেজা গ্যাংরিনের সাথে সামঞ্জস্যপূর্ণ র‍্যাশ নিয়ে। তার ত্বকের সংক্রমণের কোনো ইতিহাস নেই, তবে টাইপ ২ ডায়াবেটিস মেলিটাস আছে এবং ২০ বছর ধরে প্রতিদিন ২ প্যাক সিগারেট ধূমপান করেন। ভর্তি হওয়ার তিন দিন পরে তিনি ক্রমশ হাইপোক্সিক ও ট্যাচিপনিক হয়ে ওঠেন। তাকে জরুরি ইনটিউবেশন করা হয় এবং ভেন্টিলেটরি সাপোর্ট শুরু করা হয়। তার উচ্চতা ১৮০ সেমি (৫ ফুট ১১ ইঞ্চি) এবং ওজন ৯০ কেজি (১৯৮ পাউন্ড); BMI ২৭.৮ কেজি/মি2। পাল্স ১১২ বার/মিনিট এবং রক্তচাপ ৯৫/৬০ mmHg। ভেন্টিলেটরকে ১০০% FIO2, টিডাল ভলিউম 540 mL, শ্বাসের হার ২০ বার/মিনিট এবং পজিটিভ এন্ড-এক্সপায়ারেটরি প্রেসার (PEEP) ৫ cm H2O সেট করা হয়েছে। ফুসফুস পরীক্ষা করলে বিস্তৃত ক্র্যাকলস দেখা যায়। হৃদয় পরীক্ষায় কোনো অস্বাভাবিকতা নেই। হিমোগ্লোবিন ১১.৫ g/dL, সিরাম ল্যাকটেট ৪.০ mmol/L এবং সিরাম ক্রিয়াটিনিন ২.৫ mg/dL। ইনটিউবেশনের ৩০ মিনিট পরে একটি আর্টেরিয়াল ব্লাড গ্যাসে PaCO2 ৫০ mm Hg এবং PaO2 55 mm Hg দেখা যায়। চেস্ট এক্স-রে নতুন দ্বিপাক্ষিক ইনফিলট্রেট দেখায়। রোগীর টিস্যু অক্সিজেন ডেলিভারি উন্নত করার জন্য নিম্নলিখিত কোনটি সবচেয়ে উপযুক্ত পরবর্তী পদক্ষেপ?
A. শ্বাসযন্ত্রে নাইট্রিক অক্সাইড
B. রোগীকে পেটের দিকে ঘোড়া করা (প্রোন পজিশনিং)
C. টিডাল ভলিউম বৃদ্ধি করা
D. PEEP বাড়ানো
E. লাল রক্তকণিকা ট্রান্সফিউশন",,,,,
R0046,"A 32-year-old man comes to the Veterans Affairs hospital because of difficulty sleeping for the past 9 weeks. He is a soldier who returned from a deployment in Afghanistan 12 weeks ago. Fifteen weeks ago, his unit was ambushed in a deserted street, and a fellow soldier was killed. He wakes up frequently during the night from vivid dreams of this incident. He blames himself for being unable to save his friend. He also has trouble falling asleep and gets up earlier than desired. During this period, he has started to avoid walking in deserted streets. Vital signs are within normal limits. Physical examination shows no abnormalities. He refuses cognitive behavioral therapy and is started on sertraline. Five weeks later, he returns to the physician and complains about persistent nightmares and difficulty sleeping. Which of the following is the most appropriate next step in management?
A. Diazepam therapy
B. Zolpidem therapy
C. Triazolam therapy
D. Phenelzine therapy
E. Prazosin therapy
F. Supportive psychotherapy
G. Interpersonal therapy","৩২ বছর বয়সী একজন পুরুষ ভেটেরান্স অ্যাফেয়ার্স হাসপাতালে আসেন গত ৯ সপ্তাহ ধরে ঘুমাতে সমস্যার জন্য। তিনি এক সৈনিক যিনি ১২ সপ্তাহ আগে আফগানিস্তানে ডিপ্লয়মেন্ট থেকে ফিরে এসেছেন। পনেরো সপ্তাহ আগে, তার ইউনিট একটি নির্জন রাস্তায় হামলায় পড়ে এবং একজন সহযোদ্ধা নিহত হন। তিনি রাতে ঘনঘন জোরালো স্বপ্নে সেই ঘটনার দৃশ্য দেখেন এবং নিজেকে দোষারোপ করেন যে বন্ধুকে বাঁচাতে পারেননি। এছাড়া তাকে শুতে সমস্যা হয় এবং ইচ্ছাকৃত সময়ের চেয়ে আগে উঠে যান। এই সময়কালে, তিনি নির্জন রাস্তায় হাঁটা এড়িয়ে চলা শুরু করেন। সব গুরুত্বপূর্ণ সূচক স্বাভাবিক সীমার মধ্যে আছে। শারীরিক পরীক্ষায় কোনো অস্বাভাবিকতা দেখা যায় না। তিনি কগনিটিভ বিহেভিয়োরাল থেরাপি প্রত্যাখ্যান করে সেরট্রালিন গ্রহণ শুরু করেন। পাঁচ সপ্তাহ পরে, তিনি আবার ডাক্তারের কাছে ফিরে এসে অব্যাহত দুঃস্বপ্ন এবং ঘুমাতে সমস্যার অভিযোগ করেন। নিম্নলিখিতগুলির মধ্যে কোনটি সর্বোত্তম পরবর্তী ব্যবস্থাপনা হবে?
A. ডায়াজেপাম থেরাপি
B. জলপিডেম থেরাপি
C. ট্রিয়াজোলাম থেরাপি
D. ফেনেলজাইন থেরাপি
E. প্রাজোসিন থেরাপি
F. সহায়ক সাইকোথেরাপি
G. ইন্টারপার্সোনাল থেরাপি",,,,,
R0047,"An endocervical swab is performed and nucleic acid amplification testing via polymerase chain reaction is conducted. It is positive for Chlamydia trachomatis and negative for Neisseria gonorrhoeae. Which of the following is the most appropriate pharmacotherapy?
A. Oral amoxicillin
B. Intravenous cefoxitin plus oral doxycycline
C. Intramuscular ceftriaxone
D. Oral levofloxacin
E. Intramuscular ceftriaxone plus oral azithromycin
F. Oral azithromycin
G. Oral doxycycline","এন্ডোসার্ভিকাল সুয়াব নেওয়া হয়েছে এবং পলিমেরেজ চেইন রিএ্যাকশন (PCR) মাধ্যমে নিউক্লিয়িক অ্যাসিড অ্যামপ্লিফিকেশন টেস্ট করা হয়েছে। ফলাফল ক্ল্যামিডিয়া ট্র্যাকোমাটিসে পজিটিভ এবং নেসেরিয়া গোনোরিয়াতে নেগেটিভ দেখায়। নিম্নলিখিতগুলির মধ্যে কোনটি সবচেয়ে উপযুক্ত ফার্মাকোথেরাপি?
A. মৌখিক অ্যামোক্সিসিলিন
B. ইন্ট্রাভেনাস সেফক্সিটিন প্লাস মৌখিক ডকসাইক্রিন
C. ইন্টারমাস্কুলার সিফট্রিয়ানোন
D. মৌখিক লেভোফ্লোক্সেসিন
E. ইন্টারমাস্কুলার সিফট্রিয়ানোন প্লাস মৌখিক আজিথ্রোমাইসিন
F. মৌখিক আজিথ্রোমাইসিন
G. মৌখিক ডকসাইক্রিন",,,,,
R0048,"A 65-year-old man comes to his primary care physician with a 6-month history of bilateral calf pain. The pain usually occurs after walking his dog a few blocks and is more severe on the right side. He has coronary artery disease, essential hypertension, and type 2 diabetes mellitus. He has smoked two packs of cigarettes daily for 43 years and drinks two alcoholic beverages a day. Current medications include metformin, lisinopril, and aspirin. He is 183 cm (5 ft 11 in) tall and weighs 113 kg (250 lb); BMI is 34.9 kg/m2. His temperature is 37°C (98.6°F), pulse is 84/min, and blood pressure is 129/72 mm Hg. Cardiac examination shows a gallop without murmurs. The legs have shiny skin with reduced hair below the knee. Femoral and popliteal pulses are palpable bilaterally. Dorsal pedal pulses are 1+ on the left and absent on the right. Ankle-brachial index (ABI) is performed in the office. ABI is 0.5 in the right leg, and 0.6 in the left leg. Which of the following is the most appropriate initial step in management?
A. Graded exercise therapy
B. Propranolol therapy
C. Spinal cord stimulation
D. Vascular bypass surgery
E. Cilostazol therapy
F. Percutaneous transluminal angioplasty with stenting","৬৫ বছর বয়সী একজন পুরুষ রোগী তার প্রাইমারি কেয়ার ডাক্তারের কাছে দ্বিপাক্ষিক পায়ের গোড়ালির ব্যথা নিয়ে আসেন, যার ইতিহাস ছয় মাসের। হাঁটতে হাঁটতে (কুকুরকে কয়েক ব্লক দূরে ঘোরাতে) সাধারণত এই ব্যথা হয় এবং ডান পাশে বেশি তীব্র। রোগীর করোনারি আর্টারী ডিজিজ, প্রাথমিক হাইপারটেনশন ও টাইপ ২ ডায়াবেটিস মেলিটাস রয়েছে। তিনি ৪৩ বছর ধরে প্রতিদিন দুই প্যাক সিগারেট ধূমপান করেন এবং দিনে দু'টি অ্যালকোহলিক পানীয় গ্রহণ করেন। বর্তমান ঔষধে আছে মেটফরমিন, লিসিনোপ্রিল ও অ্যাস্পিরিন। তার উচ্চতা ১৮৩ সেমি (৫ ফুট ১১ ইঞ্চি) ও ওজন ১১৩ কেজি (২৫০ পাউন্ড); BMI ৩৪.৯ কেজি/মি2। তাপমাত্রা ৩৭°C (৯৮.৬°F), পালস ৮৪/মিনিট, রক্তচাপ ১২৯/৭২ mm Hg। কার্ডিয়াক পরীক্ষা দেখায় গ্যালপ ছাড়া কোনো মর্মর নেই। পায়ের নিচে চামড়া ঝকঝকে এবং হাঁটুর নীচে লোম কমে গেছে। ফিমোরাল ও পোপলিটেল পালস দু'পাশেই স্পর্শযোগ্য। ডোর্সাল পেডাল পালস বামে ১+ এবং ডানে অনুপস্থিত। অফিসে অ্যান্কল-ব্র্যাকিয়াল ইনডেক্স (ABI) করা হয়; ডান পায়ের ABI ০.৫, বাম পায়ের ABI ০.৬। নিম্নলিখিতগুলোর মধ্যে কোনটি সর্বোত্তম প্রাথমিক ব্যবস্থাপনা পদক্ষেপ?
A. গ্রেডেড এক্সারসাইজ থেরাপি
B. প্রোপ্রানোলল থেরাপি
C. স্পাইনাল কর্ড স্টিমুলেশন
D. ভাস্কুলার বাইপাস সার্জারি
E. সিলোস্টাজল থেরাপি
F. পারকুটেনিয়াস ট্রান্সলুমিনাল এঞ্জিওপ্লাস্টি স্টেন্টিং সহ",,,,,
R0051,"A 36-year-old woman comes to the physician because of multiple episodes of headache over the past 3 months. The headaches last the entire day and are unilateral and throbbing. During the headaches, she has severe nausea and is unable to work and perform her daily activities. She has noticed that she becomes unusually hungry prior to the onset of headache. She locks herself in a dark room, takes ibuprofen, and avoids going out until the headache subsides. However, over the past month, the headaches have increased to 2-3 times a week and become more intense. She has hypertension treated with amlodipine. Her temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 128/76 mm Hg. Physical and neurologic examinations show no abnormalities. Which of the following is the most appropriate therapy for long-term prevention of headaches in this patient?
A. Fluoxetine
B. Ergotamine
C. Propranolol
D. Sumatriptan
E. Naproxen","একজন ৩৬ বছর বয়সী নারী গত তিন মাসে একাধিকবার মাথাব্যথার কারণে ডাক্তারের কাছে আসছেন। এই মাথাব্যথা পুরো দিন স্থায়ী থাকে, একপাশের এবং ধুকধুক করে। মাথাব্যথার সময় তার তীব্র বমি বমি ভাব হয় এবং তিনি কাজ করতে বা দৈনন্দিন কার্যক্রম সম্পাদন করতে অক্ষম হন। তিনি লক্ষ্য করেছেন যে মাথাব্যথা শুরু হওয়ার আগে তিনি অস্বাভাবিকভাবে বেশি ক্ষুধার্ত হয়ে পড়েন। তিনি নিজেকে একটি অন্ধকার ঘরে লক করে রাখেন, আইবুপ্রোফেন গ্রহণ করেন এবং মাথাব্যথা কমে না পর্যন্ত বাইরে যাওয়া এড়িয়ে চলেন। তবে, গত মাসে মাথাব্যথা সপ্তাহে ২-৩ বার বাড়ে এবং তীব্রতা বৃদ্ধি পেয়েছে। তিনি অ্যামলোডিপিন দিয়ে চিকিৎসিত উচ্চ রক্তচাপের রোগী। তার শারীরিক তাপমাত্রা ৩৭°C (৯৮.৬°F), পালস ৮০/মিনিট, এবং রক্তচাপ ১২৮/৭৬ mm Hg। শারীরিক ও স্নায়বিক পরীক্ষায় কোনো অস্বাভাবিকতা দেখা যায়নি। নিম্নলিখিত কোনটি এই রোগীর দীর্ঘমেয়াদী মাথাব্যথা প্রতিরোধের জন্য সবচেয়ে উপযুক্ত থেরাপি?
A. ফ্লুওসেটিন
B. এরগোটামিন
C. প্রোপ্রানোলল
D. সুমাট্রিপট্যান
E. নিউপ্রোক্সেন",,,,,
R0054,"A 35-year-old woman comes to employee health services 30 minutes after a work-related incident. She works as a phlebotomist and reports that blood splashed into her right eye when she was drawing blood from a 30-year-old male patient. Immediately following the incident, she flushed her eye with water for several minutes. The patient from whom she drew blood was admitted for hemoptysis, weight loss, and night sweats. He is an intravenous drug user and is sexually active with several male and female partners. The phlebotomist has no history of serious illness and takes no medications. Her immunizations are up-to-date. Physical examination shows no abnormalities. In addition to drawing her blood for viral serologies, which of the following is the most appropriate next step?
A. Start raltegravir, tenofovir, and emtricitabine
B. Start zidovudine
C. Start tenofovir and emtricitabine
D. Provide reassurance
E. Start sofosbuvir and velpatasvir
F. Administer hepatitis B immune globulin and vaccine","একজন ৩৫ বছর বয়সী নারী কর্মচারী স্বাস্থ্য পরিষেবায় কাজ-সম্পর্কিত ঘটনার ৩০ মিনিট পর আসেন। তিনি ফ্লেবোটোমিস্ট হিসেবে কাজ করেন এবং জানান যে ৩০ বছর বয়সী পুরুষ রোগীর থেকে রক্ত সংগ্রহের সময় তার ডান চোখে রক্ত ছিটিয়ে পড়েছে। ঘটনাটির সঙ্গে সঙ্গে তিনি কয়েক মিনিট পানি দিয়ে চোখ ধুয়ে নেন। যাঁর থেকে তিনি রক্ত তুলেছিলেন সেই রোগী হেমোপটিসিস, ওজন কমা এবং রাতের ঘাম সহ ভর্তি হয়েছেন। তিনি ইনট্রাভিনাস ড্রাগ ব্যবহারকারী এবং বহু পুরুষ ও নারী সঙ্গীর সঙ্গে যৌন সক্রিয়। ফ্লেবোটোমিস্টের কোনো গুরুতর অসুস্থতার ইতিহাস নেই এবং তিনি কোনও ঔষধ গ্রহণ করেন না। তার টিকাদান আপ-টু-ডেট। শারীরিক পরীক্ষায় কোন অস্বাভাবিকতা দেখা যায়নি। ভাইরাসীয় সিরোলজি পরীক্ষা করার জন্য রক্ত তোলার পাশাপাশি, নিম্নলিখিতগুলির মধ্যে সবচেয়ে উপযুক্ত পরবর্তী পদক্ষেপ কী?
A. রালটেগ্রাভির, টেনোফোভির এবং এমট্রিসিটাবিন দিয়ে থেরাপি শুরু করুন
B. জিডোভুডিন দিয়ে থেরাপি শুরু করুন
C. টেনোফোভির ও এমট্রিসিটাবিন দিয়ে থেরাপি শুরু করুন
D. আশ্বাস দিন
E. সোফোসবুভির ও ভেলপাটাসভির দিয়ে থেরাপি শুরু করুন
F. হেপাটাইটিস বি ইমিউন গ্লোবুলিন এবং টিকাদান দিন",,,,,
R0055,"A 52-year-old man comes to to the emergency department with fatigue and shortness of breath that has become progressively worse over the past week. He had an upper respiratory tract infection 2 weeks ago, for which he was given an antibiotic. He has hypertension, type 2 diabetes mellitus, and colonic polyps diagnosed on screening colonoscopy 2 years ago. His mother has systemic lupus erythematosus and his brother has a bicuspid aortic valve. He does not smoke cigarettes or drink alcohol. Current medications include lisinopril and metformin. His temperature is 37.3°C (99.1°F), pulse is 91/min, respirations are 18/min, and blood pressure is 145/84 mm Hg. His conjunctivae are pale. Cardiac examination shows a late systolic crescendo-decrescendo murmur at the right upper sternal border. Laboratory studies show:
Leukocyte Count 9,500/mm3
Hematocrit 24%
Platelet Count 178,000/mm3
LDH 215 U/L
Haptoglobin 22 mg/dL (N=41-165 mg/dL)
Serum
Na+ 140 mEq/L
K+ 4.6 mEq/L
CL- 100 mEq/L
HCO3- 25 mEq/L
Urea nitrogen 21 mg/dL
Creatinine 1.2 mg/dL
Total bilirubin 1.9 mg/dL
A peripheral blood smear is shown. Which of the following is the most likely cause of this patient's anemia?""
A. Autoimmune destruction of erythrocytes
B. Occult blood loss
C. Erythrocyte membrane fragility
D. Erythrocyte enzyme defect
E. Mechanical destruction of erythrocytes","একজন ৫২ বছর বয়সী পুরুষ জরুরি বিভাগে ক্লান্তি এবং শ্বাসকষ্ট নিয়ে আসেন, যা গত সপ্তাহ থেকে ক্রমশ বাড়ছে। দুই সপ্তাহ আগে তিনি উপরের শ্বাসনালী সংক্রমণ হয়েছিল এবং অ্যান্টিবায়োটিক নেওয়া হয়েছিল। তার উচ্চ রক্তচাপ, টাইপ ২ ডায়াবেটিস মেলিটাস এবং স্ক্রিনিং কোলোনোস্কপি থেকে দুই বছর আগে কলনিক পলিপস নির্ণয় হয়েছে। তার মা সিস্টেমিক লুপাস ইরিথিমাটোসাসে আক্রান্ত এবং তার ভাইতে বাইকাস্পিড অর্টিক ভালভ আছে। তিনি সিগারেট ধূমপান বা মদ্যপান করেন না। বর্তমান ওষুধের মধ্যে রয়েছে লিসিনোপ্রিল এবং মেটফরমিন। তার তাপমাত্রা ৩৭.৩°C (৯৯.১°F), পালস ৯১/মিনিট, শ্বাসপ্রশ্বাস ১৮/মিনিট, রক্তচাপ ১৪৫/৮৪ mm Hg। কনজাংকটিভা ফিকে। কার্ডিয়াক পরীক্ষায় ডান উপরের স্টার্নাল বর্ডারে দেরি সিস্টোলিক ক্রেসেনডো-ডিক্রেসেনডো মর্মর শোনা যায়। ল্যাব ফলাফল:  
Leukocyte Count 9,500/mm3  
Hematocrit 24%  
Platelet Count 178,000/mm3  
LDH 215 U/L  
Haptoglobin 22 mg/dL (N=41-165 mg/dL)  
Serum Na+ 140 mEq/L, K+ 4.6 mEq/L, Cl- 100 mEq/L, HCO3- 25 mEq/L, Urea nitrogen 21 mg/dL, Creatinine 1.2 mg/dL, Total bilirubin 1.9 mg/dL। একটি পারিফেরাল রক্ত স্মিয়ার দেখানো হয়েছে। নিম্নলিখিতগুলোর মধ্যে কোনটি এই রোগীর অ্যানিমিয়ার সবচেয়ে সম্ভাব্য কারণ?
A. ইরিথ্রোসাইটের অটোইমিউন ধ্বংস
B. গোপন রক্তক্ষরণ
C. ইরিথ্রোসাইট মেমব্রেনের ভঙ্গুরতা
D. ইরিথ্রোসাইট এনজাইম ত্রুটি
E. ইরিথ্রোসাইটের যান্ত্রিক ধ্বংস",,,,,
R0058,"A 26-year-old primigravid woman at 39 weeks' gestation is admitted to the hospital in active labor. Pregnancy was complicated by mild oligohydramnios detected a week ago, which was managed with hydration. Her pulse is 92/min, respirations are 18/min, and blood pressure is 134/76 mm Hg. Pelvic examination shows 100% cervical effacement and 10 cm cervical dilation; the vertex is at 0 station. Cardiotocography is shown. Which of the following is the most appropriate next step in management?
A. Elective cesarean section
B. Emergent cesarean section
C. Reassurance
D. Maternal repositioning and oxygen administration
E. Administration of tocolytics
F. Elevation of the fetal head
G. Rapid amnioinfusion","একজন ২৬ বছর বয়সী প্রথম গর্ভধারণকারী নারী, যিনি ৩৯ সপ্তাহের গর্ভাবস্থায় সক্রিয় প্রসবের সময় হাসপাতালে ভর্তি হয়েছেন। এক সপ্তাহ আগে সনাক্ত করা হালকা অলিগোহাইড্রমিনিওসিস ছিল, যা তরল গ্রহণের মাধ্যমে নিয়ন্ত্রিত হয়েছে। তার পাল্স ৯২/মিনিট, শ্বাসপ্রশ্বাস ১৮/মিনিট এবং রক্তচাপ ১৩৪/৭৬ মিমি পারদ। পেলভিক পরীক্ষায় সার্ভিকাল ইফ্যাক্টেশন ১০০% এবং সার্ভিক্যাল ডাইলেশন ১০ সেমি দেখা যায়; ভেরটেক্স শূন্য স্টেশনে রয়েছে। কার্ডিওটোকোগ্রাফ দেখানো হয়েছে। নিম্নলিখিতগুলির মধ্যে কোনটি সর্বোত্তম পরবর্তী ব্যবস্থাপনা পদক্ষেপ?
A. ইলেক্টিভ সিজারিয়ান সেকশন
B. জরুরি সিজারিয়ান সেকশন
C. আশ্বাস প্রদান
D. মায়ের অবস্থান পরিবর্তন এবং অক্সিজেন প্রদান
E. টোকোলাইটিকসের ব্যবহার
F. ভ্রূণের মাথা উঁচু করা
G. দ্রুত অ্যানিওইনফিউশন",,,,,
